Source Pipeline,Stellar Catalog,TIC,Full TOI ID,Signal ID,TOI Disposition,EXOFOP Disposition,TIC Right Ascension,TIC Declination,TMag Value,TMag Uncertainty,VMag Value,VMag Uncertainty,Epoch Value,Epoch Error,Orbital Period Value,Orbital Period Error,Transit Duration Value,Transit Duration Error,Transit Depth Value,Transit Depth Error,Sectors,Public Comment,Alerted,Edited
spoc,,164767175,266.02,2,PC,PC,26.209635,-18.400947,9.433,0.019,10.07,0.03,1392.104974,0.004409,6.19132,0.003482,3.4164,1.161866,345.240264,62.78886,3,period ambiguous for .01 and .02; unclear which transits are attributed to which candidates; will not be observed again in nominal mission,2018-11-30 22:06:24+0000,2021-04-27 11:18:42+0000
spoc,,244161191,278.01,1,O,,4.8831,-5.9113,13.099,0.059,16.45,0.2,2116.056255,0.000648,0.298769,1.8e-05,0.852928,0.064684,7994.395613,604.1175,30,secondary of an EB,2018-12-11 21:32:33+0000,2021-04-27 11:18:42+0000
spoc,,325680697,414.01,1,PC,FP,36.853348,-12.038913,9.125,0.02,9.581,0.004,1411.517989,0.000337,1.824848,4e-05,1.96736,0.029417,5926.45502,56.519302,4,follow-up in progress; possible EB,2019-02-08 20:04:48+0000,2021-04-27 11:18:42+0000
qlp,,206466531,410.01,1,PC,FP,56.815204,-52.98515,9.992,0.018,10.54,0.006,1384.6552,0.00246,1.42748,0.00011,1.839,0.144,492.964,0.595871,4,Retired as FP by TFOP,2019-01-24 19:35:19+0000,2021-04-27 11:18:42+0000
spoc,,257567854,403.01,1,KP,KP,52.818043,-23.819696,11.164,0.018,11.99,0.025,1411.901592,0.000546,3.532822,0.000138,3.44312,0.046901,11283.619423,137.88638,4,WASP-22b,2019-02-08 20:04:48+0000,2021-04-27 11:18:42+0000
qlp,,259701242,401.01,1,PC,FP,74.466266,-53.817906,8.206,0.018,8.732,0.002,1384.17554,0.00571,2.4861,0.0005,2.304,0.294,168.01,0.521377,4,may be on 259701232,2019-01-24 19:35:19+0000,2021-04-27 11:18:42+0000
spoc,,219388773,399.01,1,PC,FP,77.047581,-50.858766,10.626,0.019,11.345,0.015,1412.386626,0.003344,1.571151,0.000355,1.335381,0.194366,790.433214,107.293594,4,follow-up in progress,2019-01-31 17:54:49+0000,2021-04-27 11:18:42+0000
qlp,,219379012,397.01,1,PC,FP,76.833821,-48.115925,10.209,0.019,10.637,0.007,1412.48913,0.00312,1.54683,0.00029,1.156,0.232,3815.49,485.919,4,close companion star 219379014,2019-01-16 19:24:30+0000,2021-04-27 11:18:42+0000
spoc,,178155732,396.01,1,PC,CP,42.984364,-30.814529,5.91,0.019,6.38,0.03,2120.537697,0.001943,5.978009,0.001035,2.925867,0.159015,234.166703,15.731749,30,HR 858 c,2019-02-08 20:04:48+0000,2021-04-27 11:18:42+0000
spoc,,29960110,1201.01,1,PC,PC,42.247,-14.5376,10.714,0.06,12.26,0.2,2146.804667,0.001723,2.491976,0.000317,1.461425,0.381758,2127.874667,162.92674,31,potential L1 planet,2019-01-31 17:54:44+0000,2021-04-27 11:18:42+0000
qlp,gaia-dr2,29960109,393.01,1,PC,FP,42.24929,-14.537842,11.2,0.007,12.659,0.056,1411.66942,0.00298,2.49221,0.00061,1.605,0.221,1480.0,3.7192,4,may be on 29960110,2019-01-16 19:24:30+0000,2021-04-27 11:18:42+0000
spoc,,250386181,390.01,1,PC,FP,30.114395,-4.985569,9.88,0.019,10.329,0.006,1412.374564,0.000777,1.470258,7.9e-05,1.37737,0.065475,2586.506638,97.61957,4,follow-up in progress,2019-02-08 20:04:48+0000,2021-04-27 11:18:43+0000
qlp,,271900960,389.01,1,PC,FP,112.941801,-75.527428,8.252,0.017,8.69,0.03,1330.37074,0.00386,13.45913,0.00113,3.428,0.388,2579.32,281.435,4,,2019-01-24 19:35:19+0000,2021-04-27 11:18:43+0000
spoc,,422655579,388.01,1,KP,KP,29.263334,0.758835,10.141,0.018,10.56,0.012,1413.143411,0.000853,2.903458,0.00019,5.047564,0.064912,4657.875762,101.2635,4,WASP-71b,2019-02-08 20:04:48+0000,2021-04-27 11:18:43+0000
spoc,gaia-dr2,301051430,923.01,1,PC,PC,50.036182,-45.061903,11.026,0.006,11.742,0.02,2146.870441,0.004338,3.273467,0.001033,1.758144,0.288408,964.822253,130.57622,31,Centroid offset centered on nothing in S31. Weak signal; possibly V,2019-07-23 18:22:48+0000,2021-04-27 11:18:43+0000
qlp,,271722899,920.01,1,PC,FP,110.312389,-73.453262,11.038,0.018,12.562,0.057,1335.23411,0.00239,19.2998,,3.17,0.382,1864.78,2.57372,4,period is double; star is likely a giant; TFOP FP,2019-07-23 18:22:48+0000,2021-04-27 11:18:43+0000
spoc,gaia-dr2,176796997,926.01,1,PC,,48.378749,-32.005517,10.593,0.006,11.119,0.007,2144.973567,0.001658,1.800156,0.000219,1.225334,0.114708,1634.334091,322.40735,31,TOI 926. TFOP investigation in progress. Rstar = 2.6 Rsun from GAIA.,2019-07-23 18:22:48+0000,2021-04-27 11:18:43+0000
qlp,,278199349,922.01,1,PC,FP,110.890356,-79.504143,11.29,0.019,12.657,0.069,1418.21857,0.00159,9.46516,0.00275,3.951,0.391,10952.3,82.0134,4,giant; TFOP EB,2019-07-23 18:22:48+0000,2021-04-27 11:18:43+0000
qlp,,348844154,916.01,1,PC,FP,105.956794,-60.297611,11.201,0.018,11.959,0.036,1343.2066,0.00401,29.17362,0.00233,8.075,0.499,5558.85,22.7513,4,slightly off target; hint of an odd-even difference.,2019-07-23 18:22:48+0000,2021-04-27 11:18:43+0000
qlp,gaia-dr2,33595516,849.01,1,PC,CP,28.715433,-29.421797,11.549,0.006,11.981,0.034,1384.01956,0.00218,0.76566,0.00015,1.452,0.21,1410.0,1.71758,3,flat-bottomed,2019-07-10 19:36:45+0000,2021-04-27 11:18:43+0000
qlp,gaia-dr2,42015200,848.01,1,PC,FP,24.215976,-39.142556,11.682,0.006,12.85,0.069,1391.66318,0.00244,9.77742,0.00254,6.713,0.421,6740.0,649.91,3,possible hot jupiter; a bit V-shaped and there might be odd-even difference,2019-07-10 19:36:45+0000,2021-04-27 11:18:43+0000
qlp,,32283946,845.01,1,PC,FP,24.172621,-31.670809,11.701,0.018,12.476,0.137,1389.0024,0.0012,7.06181,0.00108,5.853,0.127,22745.5,0.827632,3,warm Jupiter; might be too big; period might be double,2019-07-10 19:36:45+0000,2021-04-27 11:18:43+0000
qlp,,423670610,850.01,1,PC,APC,9.765859,-17.22173,11.287,0.018,11.995,0.069,1384.40921,0.00105,10.32103,0.00074,3.283,0.094,58957.4,1507.45,3,possibly 2x period,2019-07-10 19:36:45+0000,2021-04-27 11:18:43+0000
spoc,,281924357,830.01,1,PC,PC,129.756952,-74.76322,10.384,0.022,11.647,0.02,1599.493498,0.000745,15.042065,0.000965,2.302924,0.071449,15144.524054,393.60608,11,likely EB,2019-06-17 17:15:53+0000,2021-04-27 11:18:43+0000
qlp,,306338882,856.01,1,PC,APC,14.094954,-14.788289,10.264,0.018,11.187,0.069,1387.38778,0.003,5.4014,0.00187,1.442,0.257,1225.99,3.90247,3,hot Jupiter candidate,2019-07-10 19:36:45+0000,2021-04-27 11:18:43+0000
qlp,,229141709,846.01,1,PC,FP,26.376629,-51.296889,11.698,0.018,12.26,0.046,1363.76296,0.00238,14.20489,0.00151,4.924,0.446,8761.57,109.035,3,likely warm Jupiter,2019-07-10 19:36:45+0000,2021-04-27 11:18:43+0000
qlp,,143350972,440.01,1,PC,FP,82.246364,-17.429212,7.652,0.018,8.27,0.03,1439.13519,0.00219,1.0817,0.00014,1.588,0.222,341.533,0.495141,5,two stars in the same pixel;,2019-01-31 16:53:30+0000,2021-04-27 11:18:43+0000
qlp,,38686737,432.01,1,PC,FP,57.865656,-10.614048,12.536,0.019,13.089,0.08,1439.97961,0.00087,2.24704,0.00014,2.713,0.065,18890.4,3.68202,5,,2019-02-08 16:19:52+0000,2021-04-27 11:18:43+0000
qlp,,169532369,425.01,1,PC,FP,78.098844,-13.605637,11.523,0.018,12.03,0.046,1440.31143,0.00126,3.60364,0.00032,3.728,0.47,6281.32,3.09946,5,,2019-02-08 16:19:52+0000,2021-04-27 11:18:43+0000
qlp,gaia-dr2,452808876,453.01,1,KP,KP,72.660661,1.893918,9.539,0.006,10.073,0.005,1438.96587,0.0004,2.70582,8e-05,4.968,0.031,7500.0,0.107904,5,WASP-82b,2019-02-08 16:19:52+0000,2021-04-27 11:18:43+0000
qlp,,14091704,445.01,1,PC,PC,77.323426,-36.590988,9.136,0.018,9.583,0.003,1438.41729,0.0006,0.76502,3e-05,1.028,0.163,1901.36,3.64386,5,V-shaped;,2019-01-31 16:53:30+0000,2021-04-27 11:18:43+0000
spoc,,44647437,435.01,1,PC,PC,59.41046,-25.189962,12.829,0.019,14.338,0.114,2146.139276,0.002595,3.351294,0.000624,1.968792,0.409835,4085.943131,301.83408,31,,2019-06-06 20:53:59+0000,2021-04-27 11:18:43+0000
qlp,,1449640,446.01,1,EB,APC,75.171624,-35.202599,11.883,0.018,12.399,0.035,1440.4336,0.00115,3.50175,0.0003,3.804,0.1,14123.3,2.44777,5,TFOP APC; retired as SB1,2019-02-08 16:19:52+0000,2021-04-27 11:18:43+0000
qlp,gaia-dr2,117979694,424.01,1,PC,FP,71.921336,-17.745089,10.509,0.006,11.35,0.024,1438.72101,0.00317,0.99114,0.00024,1.623,0.244,760.0,1.49485,5,centroid offset; significant odd-even,2019-02-08 16:19:52+0000,2021-04-27 11:18:44+0000
qlp,gaia-dr2,468880077,438.01,1,PC,PC,56.504249,9.990377,9.446,0.006,10.236,0.007,1441.05616,0.00628,5.8076,0.00281,1.802,0.405,960.0,2.85588,5,need SG1 to check star 468880075,2019-02-08 16:19:52+0000,2021-04-27 11:18:44+0000
qlp,,459942762,430.01,1,PC,FP,60.278255,4.541177,8.225,0.018,8.77,0.03,1438.83761,0.00172,0.58644,6e-05,1.441,0.157,443.281,0.593425,5,need SG1 to check star to the north.,2019-02-08 16:19:52+0000,2021-04-27 11:18:44+0000
spoc,gaia-dr2,1528696,448.01,1,KP,CP,75.795429,-30.399366,13.169,0.006,14.237,0.126,2174.92329,0.000725,0.881992,4.6e-05,0.840917,0.060332,12586.379658,914.5741,32,NGTS-6 b,2019-02-08 16:19:52+0000,2021-04-27 11:18:44+0000
qlp,,408159788,420.01,1,PC,FP,78.447483,7.056052,10.569,0.018,11.314,0.016,1439.81321,0.00964,2.30067,0.00139,2.579,0.481,573.163,2.29415,5,SG1 check if it is on target.,2019-02-08 16:19:52+0000,2021-04-27 11:18:44+0000
qlp,gaia-dr2,188989177,433.01,1,PC,FP,78.778406,-15.100456,9.141,0.008,9.324,0.003,1438.29916,0.00045,1.17409,4e-05,1.701,0.047,3680.0,704.605,5,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt,2019-02-08 16:19:52+0000,2021-04-27 11:18:44+0000
qlp,,316916655,441.01,1,PC,FP,74.472819,-13.703695,9.196,0.018,9.529,0.003,1440.19448,0.00099,2.87436,0.00021,1.901,0.412,2490.41,6.36835,5,SG1 check if the target is 316916663; possible odd-even,2019-02-08 16:19:52+0000,2021-04-27 11:18:44+0000
spoc,,4646810,461.01,1,PC,PC,38.272058,-10.351773,8.81803,0.016797,9.78,0.03,1416.345972,0.00194,14.490034,0.002807,1.59402,0.35676,904.80174,96.06468,4,may be two single transits,2019-02-08 19:54:07+0000,2021-04-27 11:18:44+0000
spoc,,9804616,460.01,1,PC,FP,47.6431,-9.2768,14.121,0.04,16.79,0.2,1411.065871,0.000479,0.516835,1.6e-05,0.936413,0.044024,33190.706911,1349.0933,4,faint target star,2019-02-08 19:54:07+0000,2021-04-27 11:18:44+0000
qlp,,176831592,463.01,1,EB,FP,48.956916,-32.802464,9.062,0.021,9.575,0.002,2169.21814,0.00034,2.53405,,1.944,0.081,4070.0,1126.57,31,clear odd-even; some synchronization; retired as a TFOP EB,2019-02-08 19:54:07+0000,2021-04-27 11:18:44+0000
spoc,,398733009,464.01,1,PC,FP,32.16976,-9.046048,15.722,0.029,15.636,1.133,2116.382318,0.001345,0.818567,7.7e-05,0.980969,0.087498,44712.181161,3921.006,30,hot subdwarf star; deep secondary,2019-02-08 19:54:07+0000,2021-04-27 11:18:44+0000
spoc,,420049884,462.01,1,PC,PC,36.276352,1.323725,10.605,0.018,11.658,0.024,2145.955504,0.006015,4.105198,0.001952,3.61671,0.389266,1002.506131,101.16736,31,Stellar companion < 0.2” on ExoFOP,2019-02-08 19:54:07+0000,2021-04-27 11:18:44+0000
qlp,gaia-dr2,399871011,943.01,1,PC,PC,74.555133,8.980854,11.041,0.009,11.203,0.013,1444.27026,0.00106,12.35611,0.00083,5.963,0.521,8020.0,1.93969,5,Warm Jupiter candidate,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
spoc,,248434716,940.01,1,PC,APC,77.403629,-5.671142,10.904,0.02,12.105,0.033,2174.755594,0.000668,0.739459,3.6e-05,0.647777,0.178535,1712.780226,115.83118,32,Retired as SB2 and revived as APC,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,gaia-dr2,146467675,955.01,1,EB,FP,76.08191,-20.731266,9.705,0.006,10.198,0.005,1438.25873,0.00265,1.63715,0.00029,1.618,0.174,830.0,1.10852,5,possibly an EB. May be on 146467673.,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,,146434840,956.01,1,PC,FP,75.360727,-22.382232,9.459,0.018,9.987,0.004,1445.26599,0.00242,17.95473,0.0025,3.139,0.366,5962.04,570.356,5,possibly an EB,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,,449050247,951.01,1,PC,FP,67.551169,5.29885,10.044,0.019,10.674,0.012,1441.2993,0.00036,2.96845,8e-05,3.707,0.043,17064.8,0.480494,5,GAIA shows two stars on target,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,,146438872,948.01,1,PC,APC,75.531703,-22.711909,10.46,0.018,10.952,0.008,1442.13529,0.00315,12.7009,0.00217,3.208,0.678,2482.58,35.0013,5,marginal,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,gaia-dr2,245947683,950.01,1,PC,FA,70.37505,14.815657,10.21,0.006,11.117,0.016,1439.35452,0.00487,1.14288,0.00059,1.699,0.204,2270.0,6.92052,5,may be on 245947692,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,gaia-dr2,319312479,952.01,1,PC,PC,61.779461,-13.766892,10.072,0.007,10.369,0.008,2168.2004,0.00157,1.79011,1e-05,1.372,0.305,430.0,3.09637,31,observing notes say mass <2 M_Jup,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,gaia-dr2,146520535,942.01,1,PC,CP,76.649547,-20.245596,11.046,0.007,11.982,0.026,1441.57167,0.00496,4.32765,0.00173,3.181,0.479,1480.0,2.59497,5,Probable young K dwarf. Transit is believable enough. Maybe also a signal at 10.15 days with Tc=1447?,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,,262330063,947.01,1,PC,APC,78.318798,4.809983,10.567,0.02,10.996,0.017,1444.9382,0.00135,7.31523,0.00108,1.832,0.168,8225.0,40.1108,5,needs follow-up to determine which star is source.,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,,449050248,953.01,1,PC,FP,67.552308,5.298467,9.754,0.6,9.83,0.03,1441.29935,0.00033,2.96844,8e-05,3.663,0.05,13028.0,0.468074,5,large but QLP does inflate Rp by ~10%,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,,425163745,937.01,1,PC,FP,58.896747,-2.505904,10.819,0.018,11.606,0.021,1438.55668,0.00035,0.27664,1e-05,0.72,0.012,15669.3,749.859,5,V shaped; likely EB.,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,,189013222,949.01,1,PC,FP,79.101844,-15.512539,10.227,0.019,10.52,0.206,1438.52942,0.00607,1.32076,0.00059,1.664,0.441,799.602,3.3904,5,May also be on 189013224 in same pixel; v-shaped,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
qlp,gaia-dr2,434234955,944.01,1,EB,FP,63.811079,14.944852,11.382,0.008,11.987,0.047,1439.3488,0.00487,6.04548,0.00581,3.476,0.605,3460.0,7.59583,5,Hint of secondary may be driven by momentum dumps in second orbit.,2019-07-24 14:30:01+0000,2021-04-27 11:18:44+0000
spoc,,52280468,472.01,1,PC,APC,99.866803,-33.540286,12.29,0.018,15.002,0.172,1468.725188,6.5e-05,0.56826,3e-06,1.093578,0.005602,82635.600105,403.07355,6,no GAIA radius with Teff 3869K; large planet around an M star if real,2019-02-22 14:51:22+0000,2021-04-27 11:18:44+0000
spoc,,20178111,467.01,1,PC,FP,89.897514,-40.39577,10.244,0.018,10.87,0.009,1468.622239,0.001911,1.734422,0.000265,2.183707,0.104703,1813.322633,142.08736,6,could be on 20178112,2019-02-27 22:16:31+0000,2021-04-27 11:18:44+0000
spoc,,4616072,466.01,1,KP,KP,101.994258,-21.910706,12.829,0.018,13.325,0.103,2201.891355,0.001258,4.187509,0.000343,2.796898,0.115154,10470.982226,317.08038,33,,2019-02-22 14:51:22+0000,2021-04-27 11:18:44+0000
spoc,,144700903,532.01,1,PC,PC,85.0799,11.5629,12.663,0.04,14.413,0.006,1470.576303,0.001184,2.326811,0.000249,1.669099,0.169089,8583.056608,368.0338,6,,2019-03-28 00:07:14+0000,2021-04-27 11:18:44+0000
spoc,,365639282,482.01,1,PC,FP,81.3986,8.4409,13.088,0.066,14.937,0.01,1472.41279,0.004222,10.8717,0.00594,2.943958,0.429073,14603.37238,1752.6406,6,likely EB on 365639292; wrong period because triggering on spurious event at TJD 1469 instead of transit at TJD 1473. Transit is deeper than reported depth.,2019-02-27 22:16:31+0000,2021-04-27 11:18:45+0000
spoc,,172464366,478.01,1,PC,FP,100.158828,-27.571419,11.056,0.018,11.66,0.018,1470.046418,0.000448,2.921685,0.000125,3.17791,0.030233,17562.44572,227.46902,6,centroid shift because of nearby bright star; some phase variation (non-synchronized) and possible secondary; DR2 RVs show 6.4 km/s scatter.,2019-02-22 14:51:23+0000,2021-04-27 11:18:45+0000
spoc,,71512186,525.01,1,PC,PC,90.169892,-8.468093,8.77,0.018,9.231,0.003,1471.035468,0.003723,14.821751,0.005283,6.071374,0.599665,486.159685,42.113205,6,possibly marginal,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,55488511,557.01,1,PC,PC,59.0172,-10.272,11.632,0.04,13.343,0.005,1439.541685,0.002597,3.345431,0.000626,0.989233,0.623719,1625.246979,219.4038,5,Low SNR; no GAIA radius,2019-04-03 17:54:53+0000,2021-04-27 11:18:45+0000
spoc,,59003115,556.01,1,PC,FP,57.225286,13.483566,11.225,0.018,12.178,0.114,1439.0759,0.00574,2.294185,0.000938,2.750763,0.652343,697.472004,94.25027,5,Need SG1 to check nearby stars and especially TIC 59003118 (T=17.34 mag).,2019-04-03 17:54:53+0000,2021-04-27 11:18:45+0000
spoc,,170849515,555.01,1,PC,PC,70.3398,-32.3203,14.915,0.061,16.68,0.2,2144.901012,0.00178,1.941933,0.000252,2.026278,0.138713,33314.927056,1556.0624,31,,2019-04-03 17:54:53+0000,2021-04-27 11:18:45+0000
spoc,,311183180,550.01,1,PC,FP,55.031424,5.874627,9.002,0.018,10.0,0.006,1439.585605,0.000238,13.249837,0.000328,3.255177,0.02137,24779.049904,139.71046,5,TFOP EB primary,2019-04-03 17:54:53+0000,2021-04-27 11:18:45+0000
spoc,,311183180,550.02,2,PC,FP,55.031424,5.874627,9.002,0.018,10.0,0.006,1447.398548,0.000442,10.043245,0.00061,3.099789,0.039044,21393.227138,234.72195,5,Gaia DR2 R = 1 R_Sun; likely grazing eccentric binary with nearly equal brightness stars; TFOP EB secondary,2019-04-03 17:54:53+0000,2021-04-27 11:18:45+0000
spoc,,32830028,549.01,1,PC,FP,86.7522,-24.8422,14.31,0.059,17.6,0.2,1468.344415,0.000477,0.516278,2.1e-05,0.565611,0.106334,20289.210823,1032.7452,6,marginal signal,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,42821097,548.01,1,KP,KP,97.033583,-0.170683,13.098,0.018,14.135,0.149,2205.242785,0.004127,3.896597,0.001369,4.656003,0.345774,6320.173895,394.14355,33,CoRoT-19b,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,49771092,542.01,1,PC,PC,96.066219,-28.134667,14.739,0.019,15.655,0.046,2201.747966,0.004667,1.632132,0.000522,1.640252,0.270235,14586.31132,4161.66,33,,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,53593457,543.01,1,PC,FP,100.306,-3.9255,15.183,0.06,18.17,0.2,1468.332102,0.003362,0.530893,0.000146,1.910177,0.234509,33453.597195,3058.0403,6,possible secondary,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,93125144,523.01,1,PC,FA,84.846542,-19.558202,9.579,0.019,10.711,0.007,1472.959693,0.001169,9.91102,0.001685,2.981681,0.100397,6044.13412,570.8092,6,Transits could be the result of detrending residuals from stellar variability,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,200593988,526.01,1,PC,PC,85.3354,11.1946,12.271,0.04,14.307,0.052,1470.849292,0.004324,7.699087,0.003345,4.380607,0.39642,8072.469566,625.70715,6,possibly marginal,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,234825296,536.01,1,KP,KP,97.720408,0.226919,13.778,0.019,14.63,0.092,1473.381836,0.004741,9.246063,0.00685,2.410783,0.417757,13678.666105,1863.4429,6,CoRoT-20b; two planets in system,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,237751146,538.01,1,PC,FP,104.3317,4.029,14.146,0.059,16.54,0.2,2203.397714,0.002872,1.669769,0.000343,2.010535,0.305977,10665.55057,942.1793,33,,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,281909674,534.01,1,KP,KP,102.721137,-5.086445,14.347,0.018,15.005,0.297,1470.81495,0.006312,4.034793,0.002576,2.935156,0.561722,16956.554385,2158.7617,6,CoRoT-13b,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,302895996,531.01,1,PC,FP,83.1166,15.5561,13.596,0.059,15.94,0.2,1468.847149,0.002165,0.567995,0.000108,1.408867,0.400217,5208.552517,500.4922,6,,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,365690646,524.01,1,PC,FA,81.543272,6.912369,10.058,0.018,10.467,0.009,1471.143375,0.002412,12.983175,0.003306,1.527578,0.761684,1180.996904,161.23894,6,Potentially instrument noise,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,403693875,528.01,1,PC,FP,105.0062,11.0435,13.329,0.059,14.96,0.2,1469.705671,0.002002,3.524465,0.000652,3.103957,0.160922,21822.783693,1004.7591,6,,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,438490744,529.01,1,PC,FP,100.256,16.5896,14.277,0.059,17.42,0.2,1468.4958,0.002003,1.665878,0.000283,4.956738,0.144742,85643.986097,2600.0479,6,,2019-03-28 00:07:14+0000,2021-04-27 11:18:45+0000
spoc,,19025965,493.01,1,PC,PC,119.627943,12.883454,11.35,0.018,12.553,0.092,2230.445877,0.003055,5.942169,0.001704,2.094198,0.562879,2708.410226,357.23532,34,,2019-03-14 21:38:48+0000,2021-04-27 11:18:45+0000
spoc,,19519368,494.01,1,PC,PC,124.69586,-6.785861,10.039,0.019,10.846,0.027,2230.215169,0.003135,1.701473,0.000403,1.887834,0.409264,511.137445,50.38779,34,,2019-03-14 21:38:48+0000,2021-04-27 11:18:45+0000
spoc,,88977253,496.01,1,PC,APC,123.097667,-5.768655,12.296,0.019,12.656,0.069,1492.708311,0.000567,2.767691,0.000112,1.876437,0.042975,22690.263354,564.17865,7,V-shaped; Large planet; but could be close to 2 R_Jup.,2019-03-14 21:38:48+0000,2021-04-27 11:18:45+0000
spoc,,108645766,497.01,1,PC,FP,112.4454,-28.4832,13.171,0.059,15.62,0.2,1492.914449,0.006628,2.974175,0.001636,3.031634,0.343247,11707.257241,1687.3541,7,Faint target; centroid analysis not reliable bc of crowded field; SG1 needed,2019-03-14 21:38:48+0000,2021-04-27 11:18:45+0000
spoc,,121338379,498.01,1,EB,APC,129.09088,-3.860234,9.527,0.018,10.067,0.005,2228.765582,0.000337,0.275119,9e-06,0.498717,0.105167,764.234035,36.51559,34,TFOP APC; retired as BEB with chromaticity,2019-03-14 21:38:48+0000,2021-04-27 11:18:45+0000
spoc,,274138511,506.01,1,PC,FP,116.687019,6.445668,10.378,0.018,11.054,0.012,1492.500001,0.003381,2.774207,0.000722,2.393565,0.531679,693.389889,66.471954,7,"""Possible centroid; SG1 to check nearby stars. Nearest neighbor is 12.2"""" away; one of 11 neighbours within 1'. Gaia has nothing closer and has 18 neighbors within 1'""",2019-03-14 21:38:48+0000,2021-04-27 11:18:46+0000
spoc,,19451711,522.01,1,PC,PC,124.602799,-7.571285,7.359,0.019,7.59,0.03,1491.704967,0.001292,0.397554,4.2e-05,1.712397,0.300345,107.215193,9.371282,7,V-shaped and short period; GAIA Rp=1.6 Rsun,2019-03-22 22:54:00+0000,2021-04-27 11:18:46+0000
spoc,,27649847,521.01,1,PC,PC,123.3438,12.2217,12.429,0.168,14.691,0.066,2230.197036,0.003149,1.542709,0.000346,1.407225,0.305416,2115.643976,237.64093,34,,2019-03-22 22:54:00+0000,2021-04-27 11:18:46+0000
spoc,,264979636,518.01,1,PC,PC,115.716835,8.866962,10.116,0.018,10.905,0.009,1495.790236,0.003243,17.87897,0.004585,2.124101,0.809095,976.801579,136.64546,7,low MES; possible centroid offset; GAIA Rstar=1.06Rsun,2019-03-22 22:54:00+0000,2021-04-27 11:18:46+0000
spoc,,318937509,516.01,1,EB,APC,112.3815,2.8481,14.15,0.059,17.2,0.2,1492.649974,0.000949,1.04855,7.3e-05,1.062799,0.058793,34644.953978,2105.8394,7,v-shaped; TFOP APC/retired as SB2,2019-03-22 22:54:00+0000,2021-04-27 11:18:46+0000
spoc,,366576758,514.01,1,KP,KP,127.882981,11.922295,13.598,0.018,14.55,0.217,1495.846027,0.00294,11.388472,0.004193,3.8512,0.322052,17119.675568,970.04205,7,K2-114b,2019-03-22 22:54:00+0000,2021-04-27 11:18:46+0000
spoc,,366622912,515.01,1,PC,PC,128.067122,11.630687,13.725,0.019,14.492,0.206,2233.567032,0.002918,19.749878,0.004123,2.264162,0.290049,24132.449206,2252.5186,34,,2019-03-22 22:54:00+0000,2021-04-27 11:18:46+0000
spoc,,431999925,513.01,1,PC,FP,120.7896,-20.0098,14.782,0.059,17.45,0.2,1492.93007,0.008993,1.445433,0.000968,3.684343,0.720241,16635.28994,2183.4067,7,likely on TIC 431999916 which has lower end Gaia Rstar=2.8 Rsun and is 0.9 brighter than the target in T-band; still possibly planetary,2019-03-22 22:54:00+0000,2021-04-27 11:18:46+0000
qlp,gaia-dr2,167031605,884.01,1,PC,FP,93.921024,11.832631,9.953,0.032,9.91,0.005,1468.69741,0.00245,2.7809,0.00061,1.803,0.258,2990.0,1451.24,6,TFOP FP; giant star; EB with variability,2019-07-12 19:27:36+0000,2021-04-27 11:18:46+0000
qlp,,33690636,891.01,1,PC,FP,93.122364,-16.791944,10.937,0.018,12.088,0.057,1468.9545,0.00672,4.99915,0.00244,5.256,0.449,684.271,1.84694,6,Centroid page weirdness; check all neighbors,2019-07-12 19:27:36+0000,2021-04-27 11:18:46+0000
